תאריך,מחיר קניה,מחיר פדיון,שיעור הוספה (%),דמי ניהול (%),שווי נכסים במיל' ₪,דמי נאמנות
28/05/2023 00:00:00,494.33,494.33,0.000,2.460,203.8,0.050
24/05/2023 00:00:00,490.24,490.24,0.000,2.460,203.8,0.050
23/05/2023 00:00:00,493.09,493.09,0.000,2.460,203.8,0.050
22/05/2023 00:00:00,495.95,495.95,0.000,2.460,203.8,0.050
21/05/2023 00:00:00,497.62,497.62,0.000,2.460,203.8,0.050
18/05/2023 00:00:00,497.23,497.23,0.000,2.460,203.8,0.050
17/05/2023 00:00:00,497.19,497.19,0.000,2.460,203.8,0.050
16/05/2023 00:00:00,495.98,495.98,0.000,2.460,203.8,0.050
15/05/2023 00:00:00,499.97,499.97,0.000,2.460,203.8,0.050
14/05/2023 00:00:00,499.25,499.25,0.000,2.460,203.8,0.050
11/05/2023 00:00:00,498.13,498.13,0.000,2.460,203.8,0.050
10/05/2023 00:00:00,494.40,494.40,0.000,2.460,203.8,0.050
09/05/2023 00:00:00,492.32,492.32,0.000,2.460,203.8,0.050
08/05/2023 00:00:00,494.36,494.36,0.000,2.460,203.8,0.050
07/05/2023 00:00:00,495.53,495.53,0.000,2.460,202.8,0.050
04/05/2023 00:00:00,492.38,492.38,0.000,2.460,202.8,0.050
03/05/2023 00:00:00,487.55,487.55,0.000,2.460,202.8,0.050
02/05/2023 00:00:00,484.72,484.72,0.000,2.460,202.8,0.050
01/05/2023 00:00:00,481.82,481.82,0.000,2.460,202.8,0.050
30/04/2023 00:00:00,476.58,476.58,0.000,2.460,202.8,0.050
27/04/2023 00:00:00,470.77,470.77,0.000,2.460,202.8,0.050
24/04/2023 00:00:00,467.85,467.85,0.000,2.460,202.8,0.050
23/04/2023 00:00:00,468.00,468.00,0.000,2.460,202.8,0.050
20/04/2023 00:00:00,465.28,465.28,0.000,2.460,202.8,0.050
19/04/2023 00:00:00,467.24,467.24,0.000,2.460,202.8,0.050
18/04/2023 00:00:00,469.80,469.80,0.000,2.460,212.0,0.050
17/04/2023 00:00:00,469.05,469.05,0.000,2.460,212.0,0.050
16/04/2023 00:00:00,474.59,474.59,0.000,2.460,212.0,0.050
13/04/2023 00:00:00,476.71,476.71,0.000,2.460,212.0,0.050
10/04/2023 00:00:00,477.92,477.92,0.000,2.460,212.0,0.050
09/04/2023 00:00:00,476.07,476.07,0.000,2.460,212.0,0.050
04/04/2023 00:00:00,474.12,474.12,0.000,2.460,212.0,0.050
03/04/2023 00:00:00,471.41,471.41,0.000,2.460,212.0,0.050
02/04/2023 00:00:00,472.36,472.36,0.000,2.460,212.0,0.050
30/03/2023 00:00:00,465.46,465.46,0.000,2.460,212.0,0.050
29/03/2023 00:00:00,460.57,460.57,0.000,2.460,212.0,0.050
28/03/2023 00:00:00,465.67,465.67,0.000,2.460,212.0,0.050
27/03/2023 00:00:00,466.98,466.98,0.000,2.460,212.0,0.050
26/03/2023 00:00:00,462.38,462.38,0.000,2.460,212.0,0.050
23/03/2023 00:00:00,465.45,465.45,0.000,2.460,212.0,0.050
22/03/2023 00:00:00,462.67,462.67,0.000,2.460,212.0,0.050
21/03/2023 00:00:00,461.73,461.73,0.000,2.460,212.0,0.050
20/03/2023 00:00:00,460.96,460.96,0.000,2.460,212.0,0.050
19/03/2023 00:00:00,457.94,457.94,0.000,2.460,212.0,0.050
16/03/2023 00:00:00,458.92,458.92,0.000,2.460,212.0,0.050
15/03/2023 00:00:00,462.12,462.12,0.000,2.460,212.0,0.050
14/03/2023 00:00:00,462.60,462.60,0.000,2.460,212.0,0.050
13/03/2023 00:00:00,460.25,460.25,0.000,2.460,212.0,0.050
12/03/2023 00:00:00,465.11,465.11,0.000,2.460,212.0,0.050
09/03/2023 00:00:00,475.37,475.37,0.000,2.460,238.9,0.050
08/03/2023 00:00:00,475.44,475.44,0.000,2.460,238.9,0.050
06/03/2023 00:00:00,478.11,478.11,0.000,2.460,238.9,0.050
05/03/2023 00:00:00,474.41,474.41,0.000,2.460,238.9,0.050
02/03/2023 00:00:00,469.35,469.35,0.000,2.460,238.9,0.050
01/03/2023 00:00:00,474.39,474.39,0.000,2.460,238.9,0.050
28/02/2023 00:00:00,472.92,472.92,0.000,2.460,238.9,0.050
27/02/2023 00:00:00,473.06,473.06,0.000,2.460,238.9,0.050
26/02/2023 00:00:00,472.80,472.80,0.000,2.460,238.9,0.050
23/02/2023 00:00:00,487.36,487.36,0.000,2.460,238.9,0.050
22/02/2023 00:00:00,489.73,489.73,0.000,2.460,238.9,0.050
21/02/2023 00:00:00,496.06,496.06,0.000,2.460,238.9,0.050
20/02/2023 00:00:00,506.18,506.18,0.000,2.460,238.9,0.050
19/02/2023 00:00:00,506.16,506.16,0.000,2.460,238.9,0.050
16/02/2023 00:00:00,507.39,507.39,0.000,2.460,238.9,0.050
15/02/2023 00:00:00,509.04,509.04,0.000,2.460,238.9,0.050
14/02/2023 00:00:00,508.14,508.14,0.000,2.460,238.9,0.050
13/02/2023 00:00:00,505.99,505.99,0.000,2.460,238.9,0.050
12/02/2023 00:00:00,504.82,504.82,0.000,2.460,238.9,0.050
09/02/2023 00:00:00,514.03,514.03,0.000,2.460,238.9,0.050
08/02/2023 00:00:00,516.16,516.16,0.000,2.460,238.9,0.050
07/02/2023 00:00:00,516.97,516.97,0.000,2.460,237.3,0.050
06/02/2023 00:00:00,518.00,518.00,0.000,2.460,237.3,0.050
05/02/2023 00:00:00,522.82,522.82,0.000,2.460,237.3,0.050
02/02/2023 00:00:00,527.16,527.16,0.000,2.460,237.3,0.050
01/02/2023 00:00:00,517.79,517.79,0.000,2.460,237.3,0.050
31/01/2023 00:00:00,512.15,512.15,0.000,2.460,237.3,0.050
30/01/2023 00:00:00,507.01,507.01,0.000,2.460,237.3,0.050
29/01/2023 00:00:00,506.76,506.76,0.000,2.460,237.3,0.050
26/01/2023 00:00:00,515.42,515.42,0.000,2.460,237.3,0.050
25/01/2023 00:00:00,520.50,520.50,0.000,2.460,237.3,0.050
24/01/2023 00:00:00,528.39,528.39,0.000,2.460,237.3,0.050
23/01/2023 00:00:00,531.81,531.81,0.000,2.460,237.3,0.050
22/01/2023 00:00:00,533.96,533.96,0.000,2.460,237.3,0.050
19/01/2023 00:00:00,531.60,531.60,0.000,2.460,237.3,0.050
18/01/2023 00:00:00,539.85,539.85,0.000,2.460,237.3,0.050
17/01/2023 00:00:00,539.02,539.02,0.000,2.460,237.3,0.050
16/01/2023 00:00:00,541.01,541.01,0.000,2.460,237.3,0.050
15/01/2023 00:00:00,538.59,538.59,0.000,2.460,237.3,0.050
12/01/2023 00:00:00,532.70,532.70,0.000,2.460,237.3,0.050
11/01/2023 00:00:00,529.82,529.82,0.000,2.460,237.3,0.050
10/01/2023 00:00:00,530.42,530.42,0.000,2.460,237.3,0.050
09/01/2023 00:00:00,534.59,534.59,0.000,2.460,237.3,0.050
08/01/2023 00:00:00,532.80,532.80,0.000,2.460,237.3,0.050
05/01/2023 00:00:00,526.92,526.92,0.000,2.460,267.7,0.050
04/01/2023 00:00:00,524.68,524.68,0.000,2.460,267.7,0.050
03/01/2023 00:00:00,523.08,523.08,0.000,2.460,267.7,0.050
02/01/2023 00:00:00,519.70,519.70,0.000,2.460,267.7,0.050
01/01/2023 00:00:00,513.04,513.04,0.000,2.460,267.7,0.050
29/12/2022 00:00:00,503.15,503.15,0.000,2.460,267.7,0.050
28/12/2022 00:00:00,500.69,500.69,0.000,2.460,267.7,0.050
27/12/2022 00:00:00,504.72,504.72,0.000,2.460,267.7,0.050
26/12/2022 00:00:00,504.30,504.30,0.000,2.460,267.7,0.050
25/12/2022 00:00:00,508.90,508.90,0.000,2.460,267.7,0.050
22/12/2022 00:00:00,513.70,513.70,0.000,2.460,267.7,0.050
21/12/2022 00:00:00,514.61,514.61,0.000,2.460,267.7,0.050
20/12/2022 00:00:00,512.63,512.63,0.000,2.460,267.7,0.050
19/12/2022 00:00:00,516.76,516.76,0.000,2.460,267.7,0.050
18/12/2022 00:00:00,514.80,514.80,0.000,2.460,267.7,0.050
15/12/2022 00:00:00,515.93,515.93,0.000,2.460,267.7,0.050
14/12/2022 00:00:00,521.81,521.81,0.000,2.460,267.7,0.050
13/12/2022 00:00:00,522.76,522.76,0.000,2.460,267.7,0.050
12/12/2022 00:00:00,520.38,520.38,0.000,2.460,267.7,0.050
11/12/2022 00:00:00,526.61,526.61,0.000,2.460,267.7,0.050
08/12/2022 00:00:00,529.51,529.51,0.000,2.460,288.0,0.050
07/12/2022 00:00:00,532.69,532.69,0.000,2.460,288.0,0.050
06/12/2022 00:00:00,539.17,539.17,0.000,2.460,288.0,0.050
05/12/2022 00:00:00,544.39,544.39,0.000,2.460,288.0,0.050
04/12/2022 00:00:00,549.90,549.90,0.000,2.460,288.0,0.050
01/12/2022 00:00:00,551.20,551.20,0.000,2.460,288.0,0.050
30/11/2022 00:00:00,547.54,547.54,0.000,2.460,288.0,0.050
29/11/2022 00:00:00,549.86,549.86,0.000,2.460,288.0,0.050
28/11/2022 00:00:00,551.36,551.36,0.000,2.460,288.0,0.050
27/11/2022 00:00:00,554.69,554.69,0.000,2.460,288.0,0.050
24/11/2022 00:00:00,557.05,557.05,0.000,2.460,288.0,0.050
23/11/2022 00:00:00,556.78,556.78,0.000,2.460,288.0,0.050
22/11/2022 00:00:00,562.38,562.38,0.000,2.460,288.0,0.050
21/11/2022 00:00:00,566.54,566.54,0.000,2.460,288.0,0.050
20/11/2022 00:00:00,570.97,570.97,0.000,2.460,288.0,0.050
17/11/2022 00:00:00,571.92,571.92,0.000,2.460,288.0,0.050
16/11/2022 00:00:00,576.45,576.45,0.000,2.460,288.0,0.050
15/11/2022 00:00:00,580.70,580.70,0.000,2.460,288.0,0.050
14/11/2022 00:00:00,576.03,576.03,0.000,2.460,288.0,0.050
13/11/2022 00:00:00,580.00,580.00,0.000,2.460,288.0,0.050
10/11/2022 00:00:00,574.26,574.26,0.000,2.460,288.0,0.050
09/11/2022 00:00:00,566.36,566.36,0.000,2.460,288.0,0.050
08/11/2022 00:00:00,567.23,567.23,0.000,2.460,298.6,0.050
07/11/2022 00:00:00,567.92,567.92,0.000,2.460,298.6,0.050
06/11/2022 00:00:00,571.87,571.87,0.000,2.460,298.6,0.050
03/11/2022 00:00:00,570.34,570.34,0.000,2.460,298.6,0.050
02/11/2022 00:00:00,582.05,582.05,0.000,2.460,298.6,0.050
31/10/2022 00:00:00,582.85,582.85,0.000,2.460,298.6,0.050
30/10/2022 00:00:00,586.48,586.48,0.000,2.460,298.6,0.050
27/10/2022 00:00:00,584.62,584.62,0.000,2.460,298.6,0.050
26/10/2022 00:00:00,586.42,586.42,0.000,2.460,298.6,0.050
25/10/2022 00:00:00,584.92,584.92,0.000,2.460,298.6,0.050
24/10/2022 00:00:00,584.35,584.35,0.000,2.460,298.6,0.050
23/10/2022 00:00:00,588.47,588.47,0.000,2.460,298.6,0.050
20/10/2022 00:00:00,585.76,585.76,0.000,2.460,298.6,0.050
19/10/2022 00:00:00,589.17,589.17,0.000,2.460,298.6,0.050
18/10/2022 00:00:00,591.09,591.09,0.000,2.460,298.6,0.050
13/10/2022 00:00:00,586.74,586.74,0.000,2.460,298.6,0.050
12/10/2022 00:00:00,585.42,585.42,0.000,2.460,331.1,0.050
11/10/2022 00:00:00,583.17,583.17,0.000,2.460,331.1,0.050
06/10/2022 00:00:00,591.20,591.20,0.000,2.460,331.1,0.050
03/10/2022 00:00:00,588.03,588.03,0.000,2.460,331.1,0.050
02/10/2022 00:00:00,584.63,584.63,0.000,2.460,331.1,0.050
29/09/2022 00:00:00,599.16,599.16,0.000,2.460,331.1,0.050
28/09/2022 00:00:00,600.75,600.75,0.000,2.460,331.1,0.050
22/09/2022 00:00:00,614.49,614.49,0.000,2.460,331.1,0.050
21/09/2022 00:00:00,619.29,619.29,0.000,2.460,331.1,0.050
20/09/2022 00:00:00,620.55,620.55,0.000,2.460,331.1,0.050
19/09/2022 00:00:00,621.57,621.57,0.000,2.460,331.1,0.050
18/09/2022 00:00:00,624.68,624.68,0.000,2.460,331.1,0.050
15/09/2022 00:00:00,629.70,629.70,0.000,2.460,331.1,0.050
14/09/2022 00:00:00,631.03,631.03,0.000,2.460,331.1,0.050
13/09/2022 00:00:00,637.36,637.36,0.000,2.460,331.1,0.050
12/09/2022 00:00:00,641.18,641.18,0.000,2.460,331.1,0.050
11/09/2022 00:00:00,643.33,643.33,0.000,2.460,331.1,0.050
08/09/2022 00:00:00,641.10,641.10,0.000,2.460,330.2,0.050
07/09/2022 00:00:00,639.18,639.18,0.000,2.460,330.2,0.050
06/09/2022 00:00:00,643.27,643.27,0.000,2.460,330.2,0.050
05/09/2022 00:00:00,646.17,646.17,0.000,2.460,330.2,0.050
04/09/2022 00:00:00,648.45,648.45,0.000,2.460,330.2,0.050
01/09/2022 00:00:00,649.97,649.97,0.000,2.460,330.2,0.050
31/08/2022 00:00:00,653.27,653.27,0.000,2.460,330.2,0.050
30/08/2022 00:00:00,651.99,651.99,0.000,2.460,330.2,0.050
29/08/2022 00:00:00,651.97,651.97,0.000,2.460,330.2,0.050
28/08/2022 00:00:00,654.50,654.50,0.000,2.460,330.2,0.050
25/08/2022 00:00:00,659.02,659.02,0.000,2.460,330.2,0.050
24/08/2022 00:00:00,657.53,657.53,0.000,2.460,330.2,0.050
23/08/2022 00:00:00,654.94,654.94,0.000,2.460,330.2,0.050
22/08/2022 00:00:00,657.62,657.62,0.000,2.460,330.2,0.050
21/08/2022 00:00:00,661.75,661.75,0.000,2.460,330.2,0.050
18/08/2022 00:00:00,662.14,662.14,0.000,2.460,330.2,0.050
17/08/2022 00:00:00,659.20,659.20,0.000,2.460,330.2,0.050
16/08/2022 00:00:00,662.54,662.54,0.000,2.460,330.2,0.050
15/08/2022 00:00:00,664.05,664.05,0.000,2.460,330.2,0.050
14/08/2022 00:00:00,666.49,666.49,0.000,2.460,330.2,0.050
11/08/2022 00:00:00,662.46,662.46,0.000,2.460,330.2,0.050
10/08/2022 00:00:00,660.07,660.07,0.000,2.460,330.2,0.050
09/08/2022 00:00:00,653.89,653.89,0.000,2.460,330.2,0.050
08/08/2022 00:00:00,656.66,656.66,0.000,2.460,317.1,0.050
04/08/2022 00:00:00,650.98,650.98,0.000,2.460,317.1,0.050
03/08/2022 00:00:00,650.93,650.93,0.000,2.460,317.1,0.050
02/08/2022 00:00:00,648.95,648.95,0.000,2.460,317.1,0.050
01/08/2022 00:00:00,654.00,654.00,0.000,2.460,317.1,0.050
31/07/2022 00:00:00,657.38,657.38,0.000,2.460,317.1,0.050
28/07/2022 00:00:00,650.69,650.69,0.000,2.460,317.1,0.050
27/07/2022 00:00:00,649.40,649.40,0.000,2.460,317.1,0.050
26/07/2022 00:00:00,648.37,648.37,0.000,2.460,317.1,0.050
25/07/2022 00:00:00,650.13,650.13,0.000,2.460,317.1,0.050
24/07/2022 00:00:00,648.94,648.94,0.000,2.460,317.1,0.050
21/07/2022 00:00:00,648.26,648.26,0.000,2.460,317.1,0.050
20/07/2022 00:00:00,643.85,643.85,0.000,2.460,317.1,0.050
19/07/2022 00:00:00,641.30,641.30,0.000,2.460,317.1,0.050
18/07/2022 00:00:00,642.52,642.52,0.000,2.460,317.1,0.050
17/07/2022 00:00:00,640.54,640.54,0.000,2.460,317.1,0.050
14/07/2022 00:00:00,635.01,635.01,0.000,2.460,317.1,0.050
13/07/2022 00:00:00,636.10,636.10,0.000,2.460,317.1,0.050
12/07/2022 00:00:00,637.09,637.09,0.000,2.460,317.1,0.050
11/07/2022 00:00:00,637.19,637.19,0.000,2.460,317.1,0.050
10/07/2022 00:00:00,637.08,637.08,0.000,2.460,317.1,0.050
07/07/2022 00:00:00,631.90,631.90,0.000,2.460,324.5,0.050
06/07/2022 00:00:00,625.45,625.45,0.000,2.460,324.5,0.050
05/07/2022 00:00:00,627.76,627.76,0.000,2.460,324.5,0.050
04/07/2022 00:00:00,632.06,632.06,0.000,2.460,324.5,0.050
03/07/2022 00:00:00,635.12,635.12,0.000,2.460,324.5,0.050
30/06/2022 00:00:00,631.84,631.84,0.000,2.460,324.5,0.050
29/06/2022 00:00:00,633.05,633.05,0.000,2.460,324.5,0.050
28/06/2022 00:00:00,634.54,634.54,0.000,2.460,324.5,0.050
27/06/2022 00:00:00,634.03,634.03,0.000,2.460,324.5,0.050
26/06/2022 00:00:00,633.13,633.13,0.000,2.460,324.5,0.050
23/06/2022 00:00:00,622.34,622.34,0.000,2.460,324.5,0.050
22/06/2022 00:00:00,621.53,621.53,0.000,2.460,324.5,0.050
21/06/2022 00:00:00,619.21,619.21,0.000,2.460,324.5,0.050
20/06/2022 00:00:00,609.51,609.51,0.000,2.460,324.5,0.050
19/06/2022 00:00:00,601.95,601.95,0.000,2.460,324.5,0.050
16/06/2022 00:00:00,599.21,599.21,0.000,2.460,324.5,0.050
15/06/2022 00:00:00,608.53,608.53,0.000,2.460,324.5,0.050
14/06/2022 00:00:00,606.56,606.56,0.000,2.460,324.5,0.050
13/06/2022 00:00:00,610.74,610.74,0.000,2.460,324.5,0.050
12/06/2022 00:00:00,623.63,623.63,0.000,2.460,324.5,0.050
09/06/2022 00:00:00,642.07,642.07,0.000,2.460,363.3,0.050
08/06/2022 00:00:00,646.16,646.16,0.000,2.460,363.3,0.050
07/06/2022 00:00:00,646.75,646.75,0.000,2.460,363.3,0.050
06/06/2022 00:00:00,652.86,652.86,0.000,2.460,363.3,0.050
02/06/2022 00:00:00,652.95,652.95,0.000,2.460,363.3,0.050
01/06/2022 00:00:00,653.10,653.10,0.000,2.460,363.3,0.050
31/05/2022 00:00:00,641.93,641.93,0.000,2.460,363.3,0.050
30/05/2022 00:00:00,641.99,641.99,0.000,2.460,363.3,0.050
29/05/2022 00:00:00,639.80,639.80,0.000,2.460,363.3,0.050
26/05/2022 00:00:00,627.44,627.44,0.000,2.460,363.3,0.050
25/05/2022 00:00:00,622.50,622.50,0.000,2.460,363.3,0.050
24/05/2022 00:00:00,632.27,632.27,0.000,2.460,363.3,0.050
23/05/2022 00:00:00,643.57,643.57,0.000,2.460,363.3,0.050
22/05/2022 00:00:00,643.60,643.60,0.000,2.460,363.3,0.050
19/05/2022 00:00:00,639.48,639.48,0.000,2.460,363.3,0.050
18/05/2022 00:00:00,656.01,656.01,0.000,2.460,363.3,0.050
17/05/2022 00:00:00,656.51,656.51,0.000,2.460,363.3,0.050
16/05/2022 00:00:00,648.89,648.89,0.000,2.460,363.3,0.050
15/05/2022 00:00:00,648.35,648.35,0.000,2.460,363.3,0.050
12/05/2022 00:00:00,642.24,642.24,0.000,2.460,363.3,0.050
11/05/2022 00:00:00,651.84,651.84,0.000,2.460,363.3,0.050
10/05/2022 00:00:00,646.19,646.19,0.000,2.460,363.3,0.050
09/05/2022 00:00:00,644.73,644.73,0.000,2.460,362.9,0.050
08/05/2022 00:00:00,659.35,659.35,0.000,2.460,362.9,0.050
03/05/2022 00:00:00,678.73,678.73,0.000,2.460,362.9,0.050
02/05/2022 00:00:00,680.20,680.20,0.000,2.460,362.9,0.050
01/05/2022 00:00:00,693.58,693.58,0.000,2.460,362.9,0.050
28/04/2022 00:00:00,704.23,704.23,0.000,2.460,362.9,0.050
27/04/2022 00:00:00,699.90,699.90,0.000,2.460,362.9,0.050
26/04/2022 00:00:00,705.53,705.53,0.000,2.460,362.9,0.050
25/04/2022 00:00:00,703.53,703.53,0.000,2.460,362.9,0.050
24/04/2022 00:00:00,706.15,706.15,0.000,2.460,362.9,0.050
20/04/2022 00:00:00,716.71,716.71,0.000,2.460,362.9,0.050
19/04/2022 00:00:00,711.42,711.42,0.000,2.460,362.9,0.050
18/04/2022 00:00:00,707.45,707.45,0.000,2.460,362.9,0.050
17/04/2022 00:00:00,706.82,706.82,0.000,2.460,362.9,0.050
14/04/2022 00:00:00,706.02,706.02,0.000,2.460,362.9,0.050
13/04/2022 00:00:00,703.01,703.01,0.000,2.460,362.9,0.050
12/04/2022 00:00:00,703.52,703.52,0.000,2.460,362.9,0.050
11/04/2022 00:00:00,703.56,703.56,0.000,2.460,362.9,0.050
10/04/2022 00:00:00,705.95,705.95,0.000,2.460,362.9,0.050
07/04/2022 00:00:00,705.77,705.77,0.000,2.460,356.8,0.050
06/04/2022 00:00:00,711.91,711.91,0.000,2.460,356.8,0.050
05/04/2022 00:00:00,716.57,716.57,0.000,2.460,356.8,0.050
04/04/2022 00:00:00,711.18,711.18,0.000,2.460,356.8,0.050
03/04/2022 00:00:00,709.22,709.22,0.000,2.460,356.8,0.050
31/03/2022 00:00:00,703.32,703.32,0.000,2.460,356.8,0.050
30/03/2022 00:00:00,702.12,702.12,0.000,2.460,356.8,0.050
29/03/2022 00:00:00,705.86,705.86,0.000,2.460,356.8,0.050
28/03/2022 00:00:00,705.06,705.06,0.000,2.460,356.8,0.050
27/03/2022 00:00:00,705.90,705.90,0.000,2.460,356.8,0.050
24/03/2022 00:00:00,704.59,704.59,0.000,2.460,356.8,0.050
23/03/2022 00:00:00,699.15,699.15,0.000,2.460,356.8,0.050
22/03/2022 00:00:00,698.73,698.73,0.000,2.460,356.8,0.050
21/03/2022 00:00:00,694.12,694.12,0.000,2.460,356.8,0.050
20/03/2022 00:00:00,692.93,692.93,0.000,2.460,356.8,0.050
16/03/2022 00:00:00,677.46,677.46,0.000,2.460,356.8,0.050
15/03/2022 00:00:00,667.98,667.98,0.000,2.460,356.8,0.050
14/03/2022 00:00:00,668.62,668.62,0.000,2.460,356.8,0.050
13/03/2022 00:00:00,670.46,670.46,0.000,2.460,356.8,0.050
10/03/2022 00:00:00,678.63,678.63,0.000,2.460,356.8,0.050
09/03/2022 00:00:00,674.98,674.98,0.000,2.460,356.8,0.050
08/03/2022 00:00:00,669.37,669.37,0.000,2.460,356.8,0.050
07/03/2022 00:00:00,679.58,679.58,0.000,2.460,369.4,0.050
06/03/2022 00:00:00,686.38,686.38,0.000,2.460,369.4,0.050
03/03/2022 00:00:00,690.87,690.87,0.000,2.460,369.4,0.050
02/03/2022 00:00:00,694.18,694.18,0.000,2.460,369.4,0.050
01/03/2022 00:00:00,694.44,694.44,0.000,2.460,369.4,0.050
28/02/2022 00:00:00,687.70,687.70,0.000,2.460,369.4,0.050
27/02/2022 00:00:00,683.12,683.12,0.000,2.460,369.4,0.050
24/02/2022 00:00:00,667.25,667.25,0.000,2.460,369.4,0.050
23/02/2022 00:00:00,689.18,689.18,0.000,2.460,369.4,0.050
22/02/2022 00:00:00,692.48,692.48,0.000,2.460,369.4,0.050
21/02/2022 00:00:00,694.80,694.80,0.000,2.460,369.4,0.050
20/02/2022 00:00:00,692.56,692.56,0.000,2.460,369.4,0.050
17/02/2022 00:00:00,701.38,701.38,0.000,2.460,369.4,0.050
16/02/2022 00:00:00,703.17,703.17,0.000,2.460,369.4,0.050
15/02/2022 00:00:00,699.81,699.81,0.000,2.460,369.4,0.050
14/02/2022 00:00:00,694.23,694.23,0.000,2.460,369.4,0.050
13/02/2022 00:00:00,694.17,694.17,0.000,2.460,369.4,0.050
10/02/2022 00:00:00,715.27,715.27,0.000,2.460,369.4,0.050
09/02/2022 00:00:00,716.55,716.55,0.000,2.460,369.4,0.050
08/02/2022 00:00:00,706.21,706.21,0.000,2.460,369.4,0.050
07/02/2022 00:00:00,712.28,712.28,0.000,2.460,387.4,0.050
06/02/2022 00:00:00,714.38,714.38,0.000,2.460,387.4,0.050
03/02/2022 00:00:00,711.18,711.18,0.000,2.460,387.4,0.050
02/02/2022 00:00:00,716.70,716.70,0.000,2.460,387.4,0.050
01/02/2022 00:00:00,709.80,709.80,0.000,2.460,387.4,0.050
31/01/2022 00:00:00,703.16,703.16,0.000,2.460,387.4,0.050
30/01/2022 00:00:00,700.23,700.23,0.000,2.460,387.4,0.050
27/01/2022 00:00:00,694.71,694.71,0.000,2.460,387.4,0.050
26/01/2022 00:00:00,694.33,694.33,0.000,2.460,387.4,0.050
25/01/2022 00:00:00,683.50,683.50,0.000,2.460,387.4,0.050
24/01/2022 00:00:00,682.68,682.68,0.000,2.460,387.4,0.050
23/01/2022 00:00:00,706.54,706.54,0.000,2.460,387.4,0.050
20/01/2022 00:00:00,724.28,724.28,0.000,2.460,387.4,0.050
19/01/2022 00:00:00,720.28,720.28,0.000,2.460,387.4,0.050
18/01/2022 00:00:00,721.89,721.89,0.000,2.460,387.4,0.050
17/01/2022 00:00:00,728.75,728.75,0.000,2.460,387.4,0.050
16/01/2022 00:00:00,726.92,726.92,0.000,2.460,387.4,0.050
13/01/2022 00:00:00,732.94,732.94,0.000,2.460,387.4,0.050
12/01/2022 00:00:00,730.29,730.29,0.000,2.460,387.4,0.050
11/01/2022 00:00:00,723.38,723.38,0.000,2.460,387.4,0.050
10/01/2022 00:00:00,714.05,714.05,0.000,2.460,387.4,0.050
09/01/2022 00:00:00,721.74,721.74,0.000,2.460,387.4,0.050
06/01/2022 00:00:00,727.45,727.45,0.000,2.460,363.3,0.050
05/01/2022 00:00:00,738.67,738.67,0.000,2.460,363.3,0.050
04/01/2022 00:00:00,736.20,736.20,0.000,2.460,363.3,0.050
03/01/2022 00:00:00,734.25,734.25,0.000,2.460,363.3,0.050
02/01/2022 00:00:00,727.72,727.72,0.000,2.460,363.3,0.050
30/12/2021 00:00:00,719.29,719.29,0.000,2.460,363.3,0.050
29/12/2021 00:00:00,717.01,717.01,0.000,2.460,363.3,0.050
28/12/2021 00:00:00,717.80,717.80,0.000,2.460,363.3,0.050
27/12/2021 00:00:00,710.62,710.62,0.000,2.460,363.3,0.050
26/12/2021 00:00:00,709.65,709.65,0.000,2.460,363.3,0.050
23/12/2021 00:00:00,706.84,706.84,0.000,2.460,363.3,0.050
22/12/2021 00:00:00,702.29,702.29,0.000,2.460,363.3,0.050
21/12/2021 00:00:00,697.71,697.71,0.000,2.460,363.3,0.050
20/12/2021 00:00:00,690.03,690.03,0.000,2.460,363.3,0.050
19/12/2021 00:00:00,699.71,699.71,0.000,2.460,363.3,0.050
16/12/2021 00:00:00,703.99,703.99,0.000,2.460,363.3,0.050
15/12/2021 00:00:00,695.85,695.85,0.000,2.460,363.3,0.050
14/12/2021 00:00:00,695.90,695.90,0.000,2.460,363.3,0.050
13/12/2021 00:00:00,698.79,698.79,0.000,2.460,363.3,0.050
12/12/2021 00:00:00,700.25,700.25,0.000,2.460,363.3,0.050
09/12/2021 00:00:00,699.87,699.87,0.000,2.460,363.3,0.050
08/12/2021 00:00:00,697.08,697.08,0.000,2.460,363.3,0.050
07/12/2021 00:00:00,691.32,691.32,0.000,2.460,358.7,0.050
06/12/2021 00:00:00,682.24,682.24,0.000,2.460,358.7,0.050
05/12/2021 00:00:00,681.89,681.89,0.000,2.460,358.7,0.050
02/12/2021 00:00:00,684.01,684.01,0.000,2.460,358.7,0.050
01/12/2021 00:00:00,691.48,691.48,0.000,2.460,358.7,0.050
30/11/2021 00:00:00,684.67,684.67,0.000,2.460,358.7,0.050
29/11/2021 00:00:00,686.72,686.72,0.000,2.460,358.7,0.050
28/11/2021 00:00:00,683.59,683.59,0.000,2.460,358.7,0.050
25/11/2021 00:00:00,696.32,696.32,0.000,2.460,358.7,0.050
24/11/2021 00:00:00,692.88,692.88,0.000,2.460,358.7,0.050
23/11/2021 00:00:00,692.39,692.39,0.000,2.460,358.7,0.050
22/11/2021 00:00:00,693.93,693.93,0.000,2.460,358.7,0.050
21/11/2021 00:00:00,690.81,690.81,0.000,2.460,358.7,0.050
18/11/2021 00:00:00,689.65,689.65,0.000,2.460,358.7,0.050
17/11/2021 00:00:00,689.31,689.31,0.000,2.460,358.7,0.050
16/11/2021 00:00:00,692.19,692.19,0.000,2.460,358.7,0.050
15/11/2021 00:00:00,691.05,691.05,0.000,2.460,358.7,0.050
